Regulator	Target	SINGE_Score
AFF1	TCF7L2	0.00071
ZFP42	DNMT3L	0.00071
AFF1	BMYC	0.00071
HMGA2	FOXH1	0.00071
SMAD7	MTF2	0.00071
ID3	RHOX6	0.00071
ZFP428	CARHSP1	0.00071
EPAS1	TEAD4	0.00071
ZFP428	ZFP57	0.00071
XBP1	UTF1	0.00071
SALL4	KLF3	0.00071
PURB	ETS1	0.00071
ZFP462	SNAI1	0.00071
KLF4	WHSC1	0.00071
ZBTB10	POU5F1	0.00071
RHOX6	TET2	0.00071
MSX2	AFF1	0.00071
ZBTB10	FOXA2	0.00071
PARP1	SOX7	0.00071
BCL3	RHOX6	0.00071
NFIL3	PARP1	0.00071
TET2	ESRRB	0.00071
FOXA2	SMAD7	0.00071
ZBTB10	SOX17	0.00071
ID3	NFIL3	0.0007
ZFP428	BMYC	0.0007
L3MBTL3	ZFP428	0.0007
ID2	TFEB	0.0007
RBPJ	DNMT3L	0.0007
ELF2	TBX3	0.0007
ID2	ZBTB10	0.0007
WHSC1	ID2	0.0007
AFF1	L3MBTL3	0.0007
PURB	RBPJ	0.0007
KDM5B	SOX7	0.0007
ZFP42	HOPX	0.0007
ELF3	ID3	0.0007
ZFP710	TAX1BP3	0.0007
SOX17	ZFHX3	0.0007
HMGA2	DDIT3	0.0007
GATA4	ZC3H7A	0.0007
ZFHX3	ID2	0.0007
ZFP428	PEG3	0.0007
TFEB	ZFP57	0.0007
ID3	XBP1	0.0007
ZFHX3	DNMT3L	0.0007
ZFP296	REST	0.0007
KDM5B	UTF1	0.0007
PURB	WHSC1	0.0007
ID3	SIX1	0.00069
DNMT3A	DNMT3L	0.00069
ZFP532	ZBTB10	0.00069
KLF4	FOXQ1	0.00069
SIX1	SOX7	0.00069
ZFP296	KLF4	0.00069
CREB3	TAX1BP3	0.00069
SOX2	ID2	0.00069
TBX3	DNMT3B	0.00069
SIX1	HOPX	0.00069
L3MBTL3	ETS1	0.00069
AFF1	EGR1	0.00069
PARP1	HNRNPK	0.00069
POU5F1	RUNX1	0.00069
DNMT3L	L3MBTL3	0.00069
SALL4	SOX2	0.00069
ZBTB44	TEAD4	0.00069
ZFP57	FOXA2	0.00069
AFF1	ZFP296	0.00069
PHB	SOX17	0.00069
KLF6	ID2	0.00069
ETV4	HNF1B	0.00069
HNF1B	TFEB	0.00069
ZFP462	SIX1	0.00069
FOXA2	NR0B1	0.00069
TEAD4	ID1	0.00069
ETV4	CARHSP1	0.00069
TCF7L2	ETS1	0.00069
ETS1	DDIT3	0.00069
HNRNPK	CARHSP1	0.00069
HOPX	TET2	0.00069
GATA6	KLF4	0.00069
TCF7L2	RBPJ	0.00069
KLF2	DNMT3L	0.00069
BCL3	DNMT3A	0.00069
DNMT3B	GATA4	0.00068
DNMT3L	GATA4	0.00068
NFIL3	KLF10	0.00068
NFIL3	ERF	0.00068
ZFP296	ERF	0.00068
TGIF1	RBPJ	0.00068
TBX3	L3MBTL3	0.00068
TET2	DDIT3	0.00068
TBX3	EPAS1	0.00068
TGIF1	TCF15	0.00068
ZFP296	GATA4	0.00068
ETV4	HNRNPK	0.00068
ZFP42	ID1	0.00068
HNF1B	KDM5B	0.00068
BMYC	TFCP2L1	0.00068
TBX3	TAX1BP3	0.00068
TGIF1	FOXQ1	0.00068
PARP1	UTF1	0.00068
KLF2	CARHSP1	0.00068
EGR1	KLF10	0.00068
TEAD4	CARHSP1	0.00068
FOXA2	SIX1	0.00068
TET1	EPAS1	0.00068
SIX1	PURB	0.00068
ZFP462	ETS1	0.00068
MTF2	DNMT3L	0.00068
ZFP296	HOPX	0.00068
ZFP532	GATA4	0.00068
NFXL1	POU5F1	0.00067
ID2	RHOX6	0.00067
SIX1	HMGA1	0.00067
L3MBTL3	HMGA1	0.00067
RARG	ETV5	0.00067
ETV4	PARP1	0.00067
ZBTB10	SALL4	0.00067
L3MBTL3	REST	0.00067
SNAI1	CREB3	0.00067
HNF1B	MSC	0.00067
MYBL2	MYCN	0.00067
SOX17	PARP1	0.00067
HNRNPK	JUN	0.00067
GATA6	BHLHE40	0.00067
HOPX	TFCP2L1	0.00067
HOPX	HMGA2	0.00067
JARID2	BHLHE40	0.00067
DDIT3	JUN	0.00067
ZBTB10	TAX1BP3	0.00067
ETV4	TAX1BP3	0.00067
RHOX6	ZFP57	0.00067
HNRNPK	FOXA2	0.00067
BCL3	TEAD4	0.00067
TCF7L2	ZFP462	0.00067
KLF3	RUNX1	0.00067
MSX2	BMYC	0.00067
PEG3	BHLHE40	0.00067
BMYC	ZC3H7A	0.00067
ZBTB44	MYCN	0.00067
ZFP57	KLF3	0.00067
ZFP296	BMP2	0.00067
RBPJ	ZFHX3	0.00067
TET2	TRP53	0.00067
RUNX1	ELF3	0.00067
SOX7	KLF4	0.00067
SMAD7	MSX2	0.00067
PEG3	CREB3L2	0.00066
MTF2	NFIL3	0.00066
MSX2	RHOX6	0.00066
ZFP57	WHSC1	0.00066
RHOX6	ZFP428	0.00066
KLF4	ID3	0.00066
SALL4	ELF3	0.00066
NFXL1	TCF7L2	0.00066
BCL3	HNRNPK	0.00066
ZFP42	RUNX1	0.00066
TBX3	ID2	0.00066
ZBTB10	KLF4	0.00066
KLF4	SATB2	0.00066
TCF7L2	EGR1	0.00066
PURB	RUNX1	0.00066
SOX2	XBP1	0.00066
RHOX6	SATB2	0.00066
ZFP57	ZBTB10	0.00066
EPAS1	DNMT3B	0.00066
DDIT3	ZFP462	0.00066
ID3	NR0B1	0.00066
KLF3	ID2	0.00066
MYBL2	DNMT3A	0.00066
ZFP57	HNRNPK	0.00066
ID3	TCF7L2	0.00066
MSC	HMGA1	0.00066
BMP2	ZBTB44	0.00066
ZFP462	ZFHX3	0.00066
BMYC	SIX1	0.00066
SOX7	TBX3	0.00066
ZFHX3	SOX17	0.00066
HNRNPK	TBX3	0.00066
HNRNPK	BMYC	0.00066
ID1	DNMT3B	0.00066
NFIL3	TEAD4	0.00066
NFXL1	ERF	0.00066
TBX3	RERE	0.00066
MSX2	ZFP428	0.00065
HMGA1	NFIL3	0.00065
ETS1	RUNX1	0.00065
EPAS1	SALL4	0.00065
CARHSP1	PARP1	0.00065
WHSC1	NFXL1	0.00065
KLF3	DNMT3B	0.00065
BHLHE40	REST	0.00065
MYBL2	UTF1	0.00065
KLF2	TCF7L2	0.00065
MTF2	BMP2	0.00065
HOPX	REST	0.00065
SNAI1	HOPX	0.00065
ZFP428	HOPX	0.00065
ZFHX3	NFXL1	0.00065
ZFHX3	HNRNPK	0.00065
BCL3	RBPJ	0.00065
DNMT3B	GATA6	0.00065
MYBL2	HOPX	0.00065
BMYC	KLF3	0.00065
RHOX6	TGIF1	0.00065
ZFP532	KDM5B	0.00065
WHSC1	FOXA2	0.00065
RUNX1	HOPX	0.00065
HNRNPK	TGIF1	0.00065
NFXL1	ETS1	0.00065
RARG	ZFP532	0.00065
CARHSP1	UTF1	0.00065
JARID2	EPAS1	0.00065
ZFP462	TFCP2L1	0.00064
ZFP428	JUN	0.00064
HNRNPK	SATB2	0.00064
EGR1	ZFP462	0.00064
TEAD4	BMP2	0.00064
RARG	CREB3	0.00064
SNAI1	NFXL1	0.00064
SNAI1	BMP2	0.00064
JUN	ZFP532	0.00064
HMGA1	DNMT3L	0.00064
DDIT3	TCF15	0.00064
BMYC	MYBL2	0.00064
ZFP462	PARP1	0.00064
TGIF1	DNMT3A	0.00064
BCL3	SIX1	0.00064
NFXL1	SOX7	0.00064
ELF2	ID1	0.00064
ELF2	CREB3	0.00064
ZFP532	TEAD4	0.00064
KLF2	TCF15	0.00064
ETS1	HOPX	0.00064
ZBTB10	BMP2	0.00064
ZFP532	ELF2	0.00064
ETV4	ETS1	0.00064
FOXA2	PARP1	0.00064
AFF1	CREB3	0.00064
RERE	ID2	0.00064
PARP1	ESRRB	0.00064
MSX2	KDM5B	0.00064
MSC	ID1	0.00064
L3MBTL3	TFCP2L1	0.00064
REST	ZFHX3	0.00064
ZFP532	TAX1BP3	0.00064
ETV4	ZFP462	0.00064
HMGA2	GATA4	0.00064
MYBL2	HMGA1	0.00064
ZFP296	TAX1BP3	0.00064
SOX7	MYCN	0.00063
NFIL3	L3MBTL3	0.00063
PEG3	CREB3	0.00063
TEAD4	BHLHE40	0.00063
HMGA2	TCF7L2	0.00063
MSX2	BMP2	0.00063
MSC	TFEB	0.00063
SMAD7	ZFP296	0.00063
ETS1	PEG3	0.00063
SALL4	BHLHE40	0.00063
GATA6	PHB	0.00063
NFXL1	PEG3	0.00063
MYCN	SIX1	0.00063
ZFP296	WHSC1	0.00063
WHSC1	TRP53	0.00063
MYBL2	ID2	0.00063
NFXL1	TBX3	0.00063
BCL3	CARHSP1	0.00063
DDIT3	RUNX1	0.00063
ZFP57	JUN	0.00063
ZFP532	TFCP2L1	0.00063
ETS1	HNRNPK	0.00063
KLF2	KLF10	0.00063
ID3	TET2	0.00063
ZFP42	GATA6	0.00063
EGR1	SALL4	0.00063
ETS1	ESRRB	0.00063
ZFP42	ESRRB	0.00063
ZFP428	FOXA2	0.00063
ID2	REST	0.00063
TBX3	KDM5B	0.00063
ZFP532	GATA6	0.00063
ELF2	TEAD4	0.00063
WHSC1	ELF3	0.00063
POU5F1	HNF1B	0.00062
DDIT3	ZBTB10	0.00062
BCL3	SNAI1	0.00062
ZFP428	CREB3L2	0.00062
ID2	MTF2	0.00062
MSX2	PEG3	0.00062
ELF2	ZFHX3	0.00062
ID2	SOX17	0.00062
MYCN	ZFP710	0.00062
ZC3H7A	NFXL1	0.00062
MYCN	RBPJ	0.00062
AFF1	ZBTB10	0.00062
NFXL1	JUN	0.00062
ZFP710	CREB3	0.00062
GATA4	DNMT3L	0.00062
POU5F1	ID2	0.00062
ELF2	PEG3	0.00062
ZBTB44	PEG3	0.00062
BHLHE40	TET2	0.00062
HNF1B	ID3	0.00062
ZFP42	KLF4	0.00062
KLF2	JUN	0.00062
SALL4	CARHSP1	0.00062
ETS1	TEAD4	0.00062
REST	RBPJ	0.00062
POU5F1	BMYC	0.00062
AFF1	KDM5B	0.00062
TBX3	PARP1	0.00062
BCL3	XBP1	0.00062
GATA6	HNRNPK	0.00062
SOX17	ELF3	0.00062
KDM5B	NFXL1	0.00062
NFIL3	ID1	0.00062
KDM5B	ETS1	0.00062
TFCP2L1	CREB3	0.00062
ELF3	FOXA2	0.00062
REST	AFF1	0.00062
RBPJ	CREB3L2	0.00061
FOXA2	ERF	0.00061
TFCP2L1	RERE	0.00061
DDIT3	ERF	0.00061
SIX1	SNAI1	0.00061
ZBTB44	FOXQ1	0.00061
SMAD7	TET1	0.00061
ZFP710	BHLHE40	0.00061
SIX1	BCL3	0.00061
ZFP710	SALL4	0.00061
DNMT3L	CARHSP1	0.00061
SATB2	ZFP57	0.00061
FOXH1	BHLHE40	0.00061
ETS1	CREB3	0.00061
HMGA2	BCL3	0.00061
WHSC1	TCF15	0.00061
FOXA2	SNAI1	0.00061
ZFP42	NFXL1	0.00061
WHSC1	JARID2	0.00061
PURB	NFXL1	0.00061
ID3	HNRNPK	0.00061
NFIL3	SOX7	0.00061
ZFP532	PHB	0.00061
TET1	ELF3	0.00061
HNF1B	HNRNPK	0.00061
PURB	EGR1	0.00061
ID2	PHB	0.00061
ZC3H7A	BHLHE40	0.00061
BHLHE40	TCF15	0.00061
KLF3	BHLHE40	0.00061
PURB	ESRRB	0.0006
DNMT3L	KLF4	0.0006
RARG	ZFHX3	0.0006
ZFP532	ETS1	0.0006
ZC3H7A	BMP2	0.0006
TRP53	CREB3	0.0006
KDM5B	BMP2	0.0006
MSC	MYCN	0.0006
RERE	DNMT3L	0.0006
ID3	TFCP2L1	0.0006
TRP53	MYCN	0.0006
EGR1	RBPJ	0.0006
RERE	DNMT3A	0.0006
DDIT3	ETS1	0.0006
RBPJ	SOX7	0.0006
FOXQ1	TAX1BP3	0.0006
ZFP710	JARID2	0.0006
RHOX6	NR0B1	0.0006
ETV4	TET2	0.0006
BMP2	KLF6	0.0006
ESRRB	HMGA1	0.0006
ETS1	PARP1	0.0006
SNAI1	BMYC	0.0006
PARP1	PEG3	0.0006
BCL3	KLF10	0.0006
FOXA2	ELF2	0.0006
ZFP462	ELF2	0.0006
SIX1	DNMT3B	0.0006
UTF1	POU5F1	0.0006
KLF10	KDM5B	0.0006
TRP53	NFIL3	0.0006
ELF2	GATA4	0.0006
HMGA1	TFCP2L1	0.0006
HOPX	BMYC	0.0006
KLF10	GATA6	0.0006
ZC3H7A	FOXA2	0.0006
TGIF1	HNRNPK	0.0006
BCL3	KLF6	0.0006
GATA4	ZFHX3	0.0006
HOPX	ESRRB	0.0006
ELF2	GATA6	0.0006
MSC	ZBTB10	0.0006
TEAD4	TCF7L2	0.0006
TET2	SIX1	0.0006
SOX7	BHLHE40	0.0006
JARID2	GATA6	0.0006
HMGA2	HNRNPK	0.0006
BCL3	WHSC1	0.0006
SNAI1	PARP1	0.0006
MTF2	UTF1	0.00059
HMGA2	PHB	0.00059
PEG3	FOXA2	0.00059
PURB	BHLHE40	0.00059
EGR1	HNRNPK	0.00059
HNRNPK	SOX2	0.00059
SALL4	FOXA2	0.00059
HNRNPK	XBP1	0.00059
NR0B1	EPAS1	0.00059
NR0B1	HMGA1	0.00059
ZFP296	ZBTB10	0.00059
PURB	ID1	0.00059
HMGA2	NR0B1	0.00059
SATB2	ZFP42	0.00059
ZFP710	PHB	0.00059
NFXL1	ID2	0.00059
ZFP532	SMAD7	0.00059
SOX17	UTF1	0.00059
SALL4	PHB	0.00059
ID1	PEG3	0.00059
SATB2	TET1	0.00059
MYCN	PHB	0.00059
TBX3	ELF3	0.00059
MSX2	HNF1B	0.00059
ZFP296	EGR1	0.00059
ID1	NR0B1	0.00059
ID3	WHSC1	0.00059
KLF4	DNMT3B	0.00059
KDM5B	GATA6	0.00059
L3MBTL3	ZFP42	0.00059
ZFP296	FOXA2	0.00058
KLF2	ID2	0.00058
CREB3	HMGA1	0.00058
ID3	RUNX1	0.00058
ZFP532	BMP2	0.00058
DNMT3L	GATA6	0.00058
ID1	RBPJ	0.00058
RARG	RUNX1	0.00058
SMAD7	ZFHX3	0.00058
GATA6	RHOX6	0.00058
TCF7L2	ZBTB10	0.00058
FOXA2	NFIL3	0.00058
GATA6	NFIL3	0.00058
TEAD4	PHB	0.00058
FOXA2	ZFP462	0.00058
KLF6	ID3	0.00058
SOX17	GATA4	0.00058
RUNX1	ESRRB	0.00058
ZFP462	ZFP428	0.00058
ZFP710	ID2	0.00058
SALL4	WHSC1	0.00058
L3MBTL3	JARID2	0.00058
ZC3H7A	REST	0.00058
SOX2	BHLHE40	0.00058
SOX2	ZC3H7A	0.00058
RUNX1	NFXL1	0.00058
BMYC	ETS1	0.00058
KDM5B	XBP1	0.00058
L3MBTL3	ERF	0.00057
RARG	TFEB	0.00057
SOX7	ZC3H7A	0.00057
ZFP462	PURB	0.00057
BCL3	ERF	0.00057
DNMT3A	TEAD4	0.00057
BMP2	ZFHX3	0.00057
AFF1	ETS1	0.00057
KLF4	BHLHE40	0.00057
ETS1	REST	0.00057
TGIF1	XBP1	0.00057
SNAI1	RUNX1	0.00057
REST	PHB	0.00057
ZFP428	HMGA2	0.00057
ID3	PEG3	0.00057
ZC3H7A	TCF7L2	0.00057
CREB3L2	EPAS1	0.00057
BCL3	TBX3	0.00057
ZFP57	ELF2	0.00057
AFF1	TBX3	0.00057
ID2	ZFP462	0.00057
BMP2	FOXH1	0.00057
MSX2	NFIL3	0.00057
KDM5B	ID2	0.00057
HNRNPK	ZFP710	0.00057
RBPJ	BHLHE40	0.00057
ZFP57	BMP2	0.00057
ELF2	TCF7L2	0.00057
PURB	HNF1B	0.00057
ZFP42	HMGA1	0.00057
AFF1	MYBL2	0.00057
EPAS1	ERF	0.00057
RUNX1	HMGA1	0.00057
TET2	ERF	0.00057
SMAD7	FOXH1	0.00057
SOX17	HMGA1	0.00057
KLF2	BMP2	0.00057
ZC3H7A	MTF2	0.00057
TFEB	TET2	0.00057
ZFP710	DDIT3	0.00057
TET2	RHOX6	0.00057
ZFP462	RERE	0.00057
ZBTB44	NFIL3	0.00056
TGIF1	PURB	0.00056
ZC3H7A	ZFP428	0.00056
ZBTB10	ELF3	0.00056
MSX2	TET1	0.00056
EPAS1	FOXQ1	0.00056
WHSC1	HNF1B	0.00056
MSC	SIX1	0.00056
HMGA2	JUN	0.00056
SNAI1	ZBTB10	0.00056
POU5F1	WHSC1	0.00056
TET2	TCF15	0.00056
FOXA2	ZC3H7A	0.00056
ETS1	ERF	0.00056
CARHSP1	ZFHX3	0.00056
ZFHX3	ELF3	0.00056
DDIT3	PURB	0.00056
ID2	MYBL2	0.00056
NR0B1	DNMT3B	0.00056
ETS1	KLF6	0.00056
EPAS1	ID1	0.00056
KDM5B	TAX1BP3	0.00056
HMGA2	NFXL1	0.00056
WHSC1	NR0B1	0.00056
HNF1B	ZFP296	0.00056
HMGA1	GATA6	0.00056
TET1	TEAD4	0.00056
CREB3	FOXQ1	0.00056
ZBTB44	POU5F1	0.00056
ESRRB	POU5F1	0.00056
AFF1	BCL3	0.00056
ELF3	MYCN	0.00056
KLF10	JARID2	0.00056
FOXA2	KLF3	0.00056
FOXA2	HNF1B	0.00056
ERF	TAX1BP3	0.00056
SOX7	RHOX6	0.00056
TET2	ETS1	0.00056
ID3	ETS1	0.00056
KLF10	TAX1BP3	0.00056
EGR1	PHB	0.00056
RHOX6	MSX2	0.00056
SOX2	KLF6	0.00056
KLF6	DNMT3B	0.00056
ID3	PHB	0.00056
MSX2	TRP53	0.00055
KLF3	TEAD4	0.00055
MSC	PEG3	0.00055
JARID2	MYCN	0.00055
WHSC1	PARP1	0.00055
ZFP57	ETS1	0.00055
TGIF1	BMP2	0.00055
ZFHX3	KLF6	0.00055
DNMT3B	L3MBTL3	0.00055
ERF	PEG3	0.00055
ID2	SMAD7	0.00055
EGR1	DDIT3	0.00055
CREB3	MYCN	0.00055
RARG	MSX2	0.00055
REST	ZFP57	0.00055
ZFP532	BMYC	0.00055
BMYC	ZFHX3	0.00055
ZBTB10	TCF7L2	0.00055
ZFP710	ZBTB10	0.00055
MTF2	ESRRB	0.00055
ID3	PARP1	0.00055
ETV4	POU5F1	0.00055
L3MBTL3	SMAD7	0.00055
MSC	SNAI1	0.00055
PHB	KLF4	0.00055
ZFP296	PARP1	0.00055
TCF15	JUN	0.00055
RHOX6	ZBTB44	0.00055
SOX2	ELF3	0.00055
RHOX6	KLF3	0.00055
DNMT3L	JUN	0.00055
ERF	FOXA2	0.00055
L3MBTL3	NFIL3	0.00055
ZC3H7A	MSX2	0.00055
PARP1	KLF4	0.00055
PHB	DDIT3	0.00055
JUN	ZFP710	0.00055
MYCN	DNMT3A	0.00055
TET2	REST	0.00055
AFF1	XBP1	0.00055
ZFP428	TFCP2L1	0.00055
DDIT3	NFIL3	0.00055
ZBTB44	RHOX6	0.00055
NFIL3	HOPX	0.00055
PEG3	HNF1B	0.00055
ID2	KDM5B	0.00055
ID3	ZFHX3	0.00055
TEAD4	POU5F1	0.00055
TRP53	ELF3	0.00055
PARP1	BMP2	0.00054
TFEB	TET1	0.00054
SALL4	HNRNPK	0.00054
ID3	CARHSP1	0.00054
ETS1	BHLHE40	0.00054
RHOX6	ZFP296	0.00054
SOX2	HMGA1	0.00054
KLF2	EGR1	0.00054
HMGA2	TEAD4	0.00054
PURB	TBX3	0.00054
ELF2	ETS1	0.00054
GATA4	UTF1	0.00054
SMAD7	ETV5	0.00054
BMYC	BCL3	0.00054
TCF7L2	L3MBTL3	0.00054
GATA6	BMP2	0.00054
ZFP428	KLF3	0.00054
MYBL2	PHB	0.00054
PEG3	TBX3	0.00054
KLF2	JARID2	0.00054
NFIL3	ESRRB	0.00054
HNRNPK	TET2	0.00054
ZFP710	ELF3	0.00054
SOX7	CREB3L2	0.00054
RBPJ	ID3	0.00054
ESRRB	EPAS1	0.00054
ZC3H7A	PHB	0.00054
SATB2	TET2	0.00054
PEG3	MSX2	0.00054
ZFP296	TFCP2L1	0.00054
KDM5B	RHOX6	0.00054
ELF3	TFEB	0.00054
ELF2	TET2	0.00054
ZFP296	TCF7L2	0.00054
ELF3	DNMT3B	0.00054
RERE	MYCN	0.00054
ZFHX3	TBX3	0.00054
CREB3	ID3	0.00053
ZC3H7A	RUNX1	0.00053
KLF10	RBPJ	0.00053
SIX1	POU5F1	0.00053
NFIL3	PHB	0.00053
ZFP532	RHOX6	0.00053
ID2	TFCP2L1	0.00053
WHSC1	HMGA2	0.00053
TCF7L2	MTF2	0.00053
POU4F2	GLI1	0.00053
ZFP42	TAX1BP3	0.00053
AFF1	TEAD4	0.00053
DNMT3L	CREB3	0.00053
GATA6	PARP1	0.00053
MYBL2	ZBTB10	0.00053
DNMT3L	HNF1B	0.00053
MYBL2	EPAS1	0.00053
EPAS1	CREB3L2	0.00053
TCF7L2	REST	0.00053
FOXQ1	DNMT3B	0.00053
CREB3	ID1	0.00053
BCL3	ZBTB10	0.00053
ZFP532	TRP53	0.00053
EPAS1	KLF3	0.00053
PHB	POU5F1	0.00053
ZFP296	PHB	0.00053
HMGA1	ID2	0.00053
PURB	MTF2	0.00053
MYBL2	FOXQ1	0.00053
KLF10	KLF4	0.00053
L3MBTL3	TRP53	0.00053
ZFP428	TET2	0.00053
ZFP710	DNMT3B	0.00053
EGR1	TCF15	0.00053
KLF3	JUN	0.00053
MYBL2	PURB	0.00053
CREB3	MTF2	0.00053
KLF4	KLF6	0.00053
PHB	BHLHE40	0.00053
ZFP428	MTF2	0.00052
TBX3	SNAI1	0.00052
ZBTB10	FOXQ1	0.00052
KLF10	FOXA2	0.00052
TFEB	TRP53	0.00052
FOXA2	FOXH1	0.00052
ZBTB10	HOPX	0.00052
HNF1B	DNMT3A	0.00052
ETS1	TRP53	0.00052
REST	ESRRB	0.00052
POU5F1	CARHSP1	0.00052
TET2	ZFP57	0.00052
POU5F1	RHOX6	0.00052
ZFP57	FOXQ1	0.00052
ZFP296	GATA6	0.00052
TRP53	GATA6	0.00052
ZBTB10	KLF6	0.00052
KLF4	XBP1	0.00052
TBX3	ZC3H7A	0.00052
ETV5	TEAD4	0.00052
PURB	MSX2	0.00052
POU5F1	SALL4	0.00052
KDM5B	WHSC1	0.00052
ZFP57	GATA6	0.00052
ELF2	KLF6	0.00052
MSC	CREB3L2	0.00052
ZFP296	RUNX1	0.00052
ETV4	TEAD4	0.00052
RARG	ZBTB44	0.00052
NFIL3	ZFP57	0.00052
JARID2	DNMT3B	0.00052
GATA6	JARID2	0.00052
TRP53	HNRNPK	0.00052
KLF6	ID1	0.00052
ZFP710	MYCN	0.00052
ZFP296	KLF10	0.00052
BMP2	TCF15	0.00052
MSC	BHLHE40	0.00052
WHSC1	EPAS1	0.00052
ETV4	ZBTB10	0.00052
PHB	DNMT3A	0.00051
ETV4	ID2	0.00051
PHB	SALL4	0.00051
PHB	KLF6	0.00051
HMGA2	KLF10	0.00051
TCF7L2	TCF15	0.00051
HNRNPK	BCL3	0.00051
ETV4	RERE	0.00051
ID1	ID2	0.00051
BCL3	PARP1	0.00051
FOXA2	TBX3	0.00051
ETS1	BMP2	0.00051
ZFHX3	FOXQ1	0.00051
SALL4	ZFP57	0.00051
ZFHX3	PEG3	0.00051
EGR1	XBP1	0.00051
ELF2	RHOX6	0.00051
KDM5B	JUN	0.00051
DNMT3A	SOX7	0.00051
RHOX6	AFF1	0.00051
ID2	ERF	0.00051
TBX3	KLF4	0.00051
AFF1	ZFP428	0.00051
ZFP428	CREB3	0.00051
RBPJ	KLF6	0.00051
KLF4	ERF	0.00051
HNRNPK	ZFP462	0.00051
UTF1	BHLHE40	0.00051
RBPJ	GATA6	0.00051
ZBTB44	L3MBTL3	0.00051
POU5F1	KDM5B	0.00051
TBX3	GATA4	0.00051
NFIL3	ZC3H7A	0.00051
ETV4	DNMT3A	0.00051
EGR1	CARHSP1	0.00051
SATB2	ERF	0.00051
RERE	DNMT3B	0.00051
FOXA2	HNRNPK	0.00051
PHB	CARHSP1	0.00051
ZFP532	CREB3L2	0.00051
MTF2	ID1	0.00051
BMYC	MSX2	0.00051
ZFP710	PEG3	0.00051
KLF10	EPAS1	0.00051
BCL3	MSC	0.00051
ZFP532	MYBL2	0.00051
RERE	KLF4	0.0005
BMP2	CREB3L2	0.0005
RUNX1	SOX17	0.0005
SMAD7	TGIF1	0.0005
ZFHX3	HMGA1	0.0005
KLF2	FOXQ1	0.0005
AFF1	TGIF1	0.0005
GATA6	RERE	0.0005
DDIT3	MTF2	0.0005
ETS1	MTF2	0.0005
TGIF1	CREB3L2	0.0005
EGR1	CREB3L2	0.0005
KLF10	HOPX	0.0005
KDM5B	TCF7L2	0.0005
PEG3	NFXL1	0.0005
REST	KLF3	0.0005
NFIL3	BMYC	0.0005
ID3	ELF2	0.0005
ZFP42	MYCN	0.0005
WHSC1	BMP2	0.0005
EPAS1	GATA4	0.0005
RERE	DDIT3	0.0005
KLF4	RHOX6	0.0005
PEG3	DNMT3A	0.0005
TBX3	ID1	0.0005
ETS1	HNF1B	0.0005
ID1	KLF4	0.0005
ZFP710	FOXA2	0.0005
ZC3H7A	TBX3	0.0005
ZBTB44	DDIT3	0.0005
NANOG	POU4F2	0.0005
ZFP296	JARID2	0.0005
CREB3L2	ID2	0.0005
SOX2	TEAD4	0.0005
ID1	DNMT3L	0.0005
ZFP57	RBPJ	0.0005
TEAD4	REST	0.0005
ZFP532	FOXA2	0.0005
HMGA2	ETS1	0.0005
TET2	TFEB	0.0005
ZFP42	ID3	0.0005
TET2	ZFP42	0.00049
ZFP42	FOXA2	0.00049
KLF2	ZFP462	0.00049
MYCN	HMGA1	0.00049
ETV4	ESRRB	0.00049
ZBTB10	ZFP57	0.00049
ZBTB10	FOXH1	0.00049
HMGA2	SOX17	0.00049
BHLHE40	MYBL2	0.00049
ELF3	ID2	0.00049
CREB3	PEG3	0.00049
KLF4	ZFHX3	0.00049
ZFP532	SATB2	0.00049
ID2	POU5F1	0.00049
CREB3	RBPJ	0.00049
ZBTB44	KLF6	0.00049
KDM5B	SNAI1	0.00049
WHSC1	DDIT3	0.00049
FOXH1	HNF1B	0.00049
TCF15	BHLHE40	0.00049
TCF15	EPAS1	0.00049
TCF7L2	SMAD7	0.00049
ID2	HNRNPK	0.00049
ZBTB10	BCL3	0.00049
TRP53	BMP2	0.00049
TAX1BP3	PEG3	0.00049
KDM5B	RUNX1	0.00049
SMAD7	AFF1	0.00049
BMP2	BCL3	0.00049
ZFHX3	TEAD4	0.00049
DDIT3	L3MBTL3	0.00049
FOXQ1	ELF2	0.00049
SATB2	ZFP428	0.00049
TEAD4	ID2	0.00049
ID3	DNMT3A	0.00049
ID3	JARID2	0.00049
ZFP462	KLF10	0.00049
ZBTB44	RBPJ	0.00049
HMGA2	KLF4	0.00049
RUNX1	GATA4	0.00049
KLF3	TCF15	0.00048
ZBTB10	SNAI1	0.00048
HMGA1	CREB3	0.00048
ID3	BMP2	0.00048
POU5F1	BMP2	0.00048
TET2	ZFP296	0.00048
FOXA2	TCF15	0.00048
DNMT3L	SNAI1	0.00048
PEG3	DDIT3	0.00048
EGR1	GATA6	0.00048
ERF	GATA6	0.00048
POU5F1	ESRRB	0.00048
MYBL2	CARHSP1	0.00048
NFIL3	JUN	0.00048
WHSC1	RUNX1	0.00048
TFEB	ZFP710	0.00048
PEG3	JARID2	0.00048
ETV4	GATA6	0.00048
ZC3H7A	NFIL3	0.00048
KLF10	ZC3H7A	0.00048
FOXA2	REST	0.00048
NFXL1	SALL4	0.00048
MSX2	TET2	0.00048
ELF3	JARID2	0.00048
RHOX6	EGR1	0.00048
BHLHE40	MSX2	0.00048
ID1	GATA6	0.00048
ZFP710	PARP1	0.00048
TEAD4	TRP53	0.00048
